city,locality,property_type,bhk,area,furnishing,age,parking,price
Ahmedabad,Bopal,Villa,2,4020,Furnished,32,No,123.76
Ahmedabad,Navrangpura,Villa,2,565,Semi-furnished,34,Yes,88.34
Surat,Piplod,Independent House,2,916,Furnished,20,Yes,199.47
Ahmedabad,SG Highway,Apartment,2,1979,Furnished,16,Yes,86.77
Surat,Adajan,Villa,1,3853,Furnished,6,Yes,156.45
Surat,Althan,Villa,1,3846,Unfurnished,16,No,169.98
Ahmedabad,Gota,Independent House,2,3134,Unfurnished,13,No,25.72
Ahmedabad,Bopal,Independent House,5,2472,Semi-furnished,4,No,197.0
Ahmedabad,SG Highway,Independent House,1,4631,Furnished,25,No,189.36
Surat,Althan,Villa,1,2149,Unfurnished,15,No,22.19
Ahmedabad,Gota,Apartment,5,2601,Unfurnished,8,No,18.4
Surat,Althan,Villa,5,2762,Unfurnished,33,No,93.99
Surat,Piplod,Independent House,4,1073,Unfurnished,26,Yes,194.01
Surat,Pal,Independent House,1,2303,Furnished,11,No,185.45
Surat,Vesu,Apartment,3,1840,Furnished,27,No,61.18
Ahmedabad,Satellite,Independent House,5,1914,Semi-furnished,28,Yes,115.47
Ahmedabad,Navrangpura,Apartment,2,1383,Furnished,31,Yes,157.25
Surat,Adajan,Apartment,4,4710,Semi-furnished,4,Yes,124.98
Surat,Pal,Independent House,5,3538,Furnished,6,Yes,58.13
Ahmedabad,Bopal,Villa,2,1474,Furnished,21,Yes,118.66
Ahmedabad,Satellite,Villa,3,2435,Unfurnished,33,Yes,187.63
Ahmedabad,Bopal,Villa,4,1177,Unfurnished,29,Yes,98.76
Ahmedabad,Bopal,Independent House,1,4987,Furnished,28,Yes,153.69
Ahmedabad,SG Highway,Independent House,2,4395,Semi-furnished,10,Yes,75.55
Ahmedabad,Bopal,Apartment,4,4661,Furnished,14,No,18.5
Surat,Piplod,Independent House,5,859,Semi-furnished,29,Yes,165.23
Ahmedabad,Gota,Villa,3,960,Semi-furnished,23,Yes,94.08
Surat,Piplod,Villa,2,2908,Unfurnished,23,No,14.38
Surat,Piplod,Villa,4,4919,Semi-furnished,23,No,94.31
Ahmedabad,Gota,Villa,3,2521,Furnished,10,Yes,190.43
Ahmedabad,Satellite,Villa,4,3260,Furnished,10,No,175.61
Ahmedabad,SG Highway,Villa,3,3919,Furnished,12,Yes,96.71
Ahmedabad,Gota,Apartment,3,3465,Furnished,30,No,58.59
Ahmedabad,SG Highway,Villa,2,4587,Semi-furnished,24,No,180.45
Surat,Althan,Independent House,1,739,Unfurnished,19,No,23.41
Surat,Piplod,Villa,1,3128,Furnished,4,Yes,162.98
Ahmedabad,Navrangpura,Independent House,5,507,Semi-furnished,12,Yes,68.32
Ahmedabad,SG Highway,Villa,1,2398,Semi-furnished,13,Yes,47.97
Surat,Vesu,Independent House,2,1116,Semi-furnished,11,Yes,81.52
Ahmedabad,SG Highway,Apartment,4,2157,Unfurnished,16,Yes,181.31
Surat,Adajan,Apartment,1,1167,Unfurnished,4,Yes,140.2
Ahmedabad,SG Highway,Independent House,4,4572,Unfurnished,28,No,118.44
Surat,Pal,Independent House,1,595,Furnished,19,No,150.05
Ahmedabad,Gota,Villa,4,1981,Furnished,27,Yes,30.74
Ahmedabad,Gota,Apartment,1,803,Furnished,4,No,135.48
Ahmedabad,Navrangpura,Villa,4,2606,Semi-furnished,22,No,141.36
Ahmedabad,SG Highway,Apartment,5,2260,Semi-furnished,13,No,125.41
Ahmedabad,Satellite,Villa,2,1599,Furnished,31,Yes,143.46
Ahmedabad,Navrangpura,Independent House,4,818,Semi-furnished,7,No,72.41
Surat,Pal,Independent House,2,1257,Semi-furnished,6,Yes,183.64
Ahmedabad,Gota,Villa,1,4578,Semi-furnished,9,No,37.64
Surat,Piplod,Apartment,2,1288,Semi-furnished,15,No,146.44
Ahmedabad,Navrangpura,Villa,5,3298,Semi-furnished,8,Yes,163.75
Ahmedabad,Gota,Villa,1,4399,Semi-furnished,21,No,124.68
Ahmedabad,Navrangpura,Independent House,5,3271,Unfurnished,35,No,63.38
Surat,Althan,Independent House,2,4278,Unfurnished,27,No,60.68
Ahmedabad,Navrangpura,Villa,1,4269,Furnished,13,No,87.19
Surat,Althan,Villa,1,3530,Semi-furnished,20,No,191.98
Ahmedabad,SG Highway,Apartment,5,2169,Unfurnished,5,Yes,57.13
Surat,Adajan,Independent House,3,2876,Unfurnished,6,No,61.02
Ahmedabad,Navrangpura,Independent House,1,4376,Furnished,3,Yes,119.17
Surat,Adajan,Independent House,3,1171,Semi-furnished,6,Yes,102.95
Ahmedabad,Satellite,Apartment,3,2049,Semi-furnished,34,No,192.94
Ahmedabad,Navrangpura,Apartment,5,4437,Semi-furnished,25,Yes,161.91
Surat,Althan,Apartment,5,4691,Furnished,15,No,26.34
Ahmedabad,Navrangpura,Independent House,5,1767,Unfurnished,5,No,35.9
Ahmedabad,Satellite,Apartment,5,996,Semi-furnished,27,No,166.34
Ahmedabad,SG Highway,Apartment,5,2974,Unfurnished,30,No,99.25
Ahmedabad,SG Highway,Independent House,1,656,Unfurnished,28,No,52.71
Ahmedabad,Navrangpura,Independent House,3,4087,Semi-furnished,5,No,36.31
Surat,Vesu,Villa,3,1163,Furnished,8,No,93.4
Surat,Adajan,Villa,3,4925,Unfurnished,4,No,66.41
Surat,Pal,Villa,3,2920,Semi-furnished,4,No,24.56
Surat,Althan,Villa,1,3035,Unfurnished,25,Yes,186.53
Surat,Piplod,Apartment,1,4665,Unfurnished,24,No,68.14
Surat,Pal,Villa,4,2299,Furnished,26,Yes,186.97
Surat,Piplod,Independent House,5,1188,Unfurnished,3,Yes,177.24
Ahmedabad,Navrangpura,Apartment,3,1102,Unfurnished,23,No,39.09
Ahmedabad,Satellite,Independent House,2,707,Furnished,5,No,88.13
Ahmedabad,Navrangpura,Independent House,2,4394,Semi-furnished,3,No,142.2
Surat,Vesu,Independent House,5,2428,Semi-furnished,7,Yes,158.67
Ahmedabad,Bopal,Independent House,1,3582,Unfurnished,23,Yes,112.21
Ahmedabad,Satellite,Villa,2,1972,Semi-furnished,21,Yes,156.44
Ahmedabad,SG Highway,Independent House,5,2419,Unfurnished,21,Yes,192.02
Ahmedabad,SG Highway,Apartment,1,4748,Semi-furnished,34,Yes,99.28
Ahmedabad,Satellite,Villa,4,720,Furnished,2,Yes,183.94
Ahmedabad,Bopal,Independent House,1,4844,Furnished,30,No,97.49
Surat,Adajan,Independent House,4,1560,Unfurnished,32,Yes,185.92
Surat,Adajan,Apartment,5,2455,Unfurnished,10,Yes,130.81
Surat,Vesu,Villa,3,4917,Unfurnished,35,No,110.11
Ahmedabad,Gota,Villa,2,4511,Semi-furnished,27,No,37.1
Surat,Althan,Apartment,2,3063,Furnished,24,Yes,176.23
Ahmedabad,Bopal,Apartment,2,4823,Semi-furnished,11,No,110.84
Surat,Piplod,Independent House,1,4226,Semi-furnished,7,Yes,170.93
Surat,Piplod,Villa,3,4273,Semi-furnished,26,No,68.58
Ahmedabad,Navrangpura,Apartment,3,2999,Furnished,15,No,168.79
Ahmedabad,Satellite,Independent House,1,1039,Semi-furnished,19,No,90.25
Surat,Piplod,Villa,4,3045,Furnished,27,No,105.16
Surat,Vesu,Independent House,5,1531,Semi-furnished,19,No,115.49
Ahmedabad,SG Highway,Independent House,4,3330,Furnished,15,No,193.92
Surat,Althan,Villa,4,1713,Unfurnished,5,No,193.98
Ahmedabad,Satellite,Villa,4,1361,Unfurnished,28,Yes,74.99
Ahmedabad,Navrangpura,Apartment,5,3402,Semi-furnished,25,No,58.08
Ahmedabad,SG Highway,Apartment,3,3666,Furnished,21,Yes,36.97
Surat,Vesu,Villa,3,2631,Unfurnished,31,Yes,68.2
Ahmedabad,SG Highway,Villa,5,1536,Semi-furnished,2,Yes,25.69
Ahmedabad,Gota,Independent House,2,670,Unfurnished,17,Yes,195.46
Surat,Althan,Independent House,2,3893,Furnished,31,No,199.67
Surat,Adajan,Independent House,2,1357,Furnished,31,No,89.68
Ahmedabad,Bopal,Villa,3,677,Unfurnished,32,Yes,105.74
Surat,Piplod,Independent House,5,2542,Semi-furnished,27,No,71.58
Surat,Adajan,Apartment,1,722,Semi-furnished,20,No,73.58
Surat,Pal,Independent House,5,4020,Furnished,28,Yes,165.61
Surat,Adajan,Villa,2,3192,Unfurnished,22,Yes,166.87
Ahmedabad,Bopal,Independent House,5,2015,Furnished,29,No,42.08
Ahmedabad,Gota,Independent House,1,3033,Furnished,21,Yes,136.7
Surat,Vesu,Villa,5,3127,Unfurnished,32,No,137.37
Surat,Vesu,Independent House,1,895,Unfurnished,21,Yes,59.34
Ahmedabad,SG Highway,Independent House,3,4914,Furnished,21,No,157.21
Surat,Althan,Independent House,5,1269,Unfurnished,29,No,172.18
Surat,Vesu,Independent House,3,4884,Furnished,17,No,92.53
Surat,Althan,Villa,5,4442,Furnished,15,Yes,115.31
Surat,Adajan,Villa,3,1816,Unfurnished,17,Yes,109.86
Ahmedabad,Gota,Villa,5,3442,Furnished,21,No,126.86
Surat,Pal,Independent House,3,3988,Unfurnished,13,No,180.99
Ahmedabad,Satellite,Apartment,3,2882,Furnished,16,Yes,161.37
Surat,Pal,Apartment,4,1876,Unfurnished,18,No,151.54
Surat,Pal,Villa,4,3113,Furnished,12,No,97.73
Surat,Pal,Villa,1,903,Furnished,14,No,195.7
Ahmedabad,Gota,Independent House,2,2083,Semi-furnished,12,No,188.56
Ahmedabad,SG Highway,Apartment,4,4436,Unfurnished,27,Yes,166.15
Ahmedabad,Satellite,Villa,1,4071,Unfurnished,16,Yes,17.76
Surat,Althan,Villa,5,3011,Semi-furnished,28,No,124.77
Surat,Althan,Apartment,3,1696,Semi-furnished,20,Yes,143.39
Ahmedabad,Bopal,Apartment,2,4896,Semi-furnished,5,Yes,121.68
Surat,Pal,Independent House,4,2867,Semi-furnished,8,No,123.29
Ahmedabad,Satellite,Apartment,2,3312,Unfurnished,25,No,160.78
Surat,Adajan,Independent House,3,1859,Unfurnished,2,Yes,42.51
Ahmedabad,SG Highway,Villa,3,2457,Unfurnished,13,No,82.51
Ahmedabad,SG Highway,Villa,1,3172,Semi-furnished,32,No,199.6
Ahmedabad,Bopal,Apartment,2,2350,Semi-furnished,16,No,39.56
Surat,Althan,Independent House,5,4611,Furnished,26,No,16.87
Surat,Pal,Apartment,3,2045,Unfurnished,5,Yes,48.8
Surat,Vesu,Villa,1,3924,Furnished,35,No,46.16
Surat,Adajan,Independent House,3,1607,Unfurnished,11,Yes,146.87
Surat,Althan,Villa,3,2940,Semi-furnished,18,No,98.93
Ahmedabad,Satellite,Independent House,5,4441,Furnished,24,Yes,133.23
Ahmedabad,SG Highway,Villa,2,4201,Unfurnished,13,No,14.06
Surat,Adajan,Apartment,5,4186,Furnished,17,No,116.48
Ahmedabad,Bopal,Independent House,4,3418,Semi-furnished,31,Yes,43.62
Surat,Vesu,Independent House,1,4788,Furnished,9,Yes,144.51
Surat,Pal,Independent House,3,4758,Semi-furnished,28,No,102.19
Surat,Althan,Villa,5,1287,Semi-furnished,14,Yes,126.95
Ahmedabad,Gota,Villa,2,4006,Unfurnished,7,Yes,90.31
Surat,Adajan,Apartment,2,4018,Semi-furnished,11,Yes,160.18
Surat,Adajan,Apartment,5,3556,Unfurnished,28,Yes,28.39
Surat,Adajan,Independent House,1,646,Unfurnished,27,Yes,18.99
Surat,Pal,Villa,4,4949,Furnished,24,Yes,117.51
Ahmedabad,Bopal,Apartment,1,3385,Unfurnished,10,No,158.79
Surat,Althan,Villa,2,1209,Semi-furnished,17,Yes,136.78
Surat,Vesu,Apartment,4,2761,Unfurnished,15,Yes,84.02
Surat,Althan,Apartment,3,3600,Furnished,9,Yes,86.96
Ahmedabad,SG Highway,Villa,2,982,Semi-furnished,12,Yes,43.6
Surat,Pal,Villa,2,3495,Semi-furnished,17,No,153.96
Surat,Althan,Apartment,3,4288,Furnished,27,No,82.38
Surat,Adajan,Independent House,4,2883,Unfurnished,25,No,166.01
Ahmedabad,Gota,Apartment,3,1187,Semi-furnished,23,Yes,130.02
Ahmedabad,Navrangpura,Apartment,2,2040,Unfurnished,35,No,186.66
Surat,Adajan,Apartment,1,869,Semi-furnished,22,No,108.4
Ahmedabad,Bopal,Apartment,1,3230,Furnished,29,Yes,79.39
Surat,Piplod,Apartment,2,829,Unfurnished,29,No,103.74
Ahmedabad,SG Highway,Villa,4,4703,Furnished,32,Yes,157.71
Ahmedabad,Bopal,Apartment,5,1238,Semi-furnished,24,Yes,49.62
Surat,Althan,Villa,1,4115,Semi-furnished,3,No,50.67
Ahmedabad,Satellite,Independent House,2,1679,Unfurnished,29,No,84.41
Ahmedabad,Gota,Villa,2,1522,Semi-furnished,2,Yes,13.38
Ahmedabad,Navrangpura,Apartment,1,1770,Semi-furnished,31,Yes,170.14
Surat,Pal,Apartment,4,3317,Furnished,19,No,141.95
Ahmedabad,Navrangpura,Independent House,1,1472,Furnished,17,Yes,125.63
Ahmedabad,SG Highway,Villa,4,2856,Furnished,10,Yes,171.98
Ahmedabad,SG Highway,Apartment,4,2477,Semi-furnished,32,No,169.34
Surat,Adajan,Villa,4,4415,Semi-furnished,3,Yes,192.39
Ahmedabad,SG Highway,Apartment,5,862,Semi-furnished,30,Yes,144.1
Surat,Vesu,Apartment,4,2417,Semi-furnished,2,No,193.66
Ahmedabad,Bopal,Villa,2,3583,Semi-furnished,14,Yes,53.83
Ahmedabad,Bopal,Independent House,4,570,Semi-furnished,7,No,89.93
Surat,Adajan,Independent House,2,1834,Unfurnished,10,Yes,184.36
Surat,Vesu,Apartment,1,4250,Furnished,14,Yes,20.47
Ahmedabad,Bopal,Villa,5,595,Unfurnished,6,No,184.84
Ahmedabad,Gota,Villa,5,4459,Semi-furnished,19,Yes,131.44
Surat,Pal,Villa,4,1073,Furnished,8,Yes,61.68
Ahmedabad,Navrangpura,Apartment,4,4549,Furnished,27,No,149.05
Surat,Adajan,Independent House,2,857,Furnished,19,No,180.32
Ahmedabad,Navrangpura,Independent House,5,958,Semi-furnished,24,No,58.54
Ahmedabad,Satellite,Independent House,1,4583,Unfurnished,25,No,85.87
Surat,Piplod,Independent House,2,4258,Furnished,23,No,130.5
Ahmedabad,SG Highway,Independent House,1,2493,Semi-furnished,6,Yes,31.3
Ahmedabad,Gota,Apartment,1,773,Semi-furnished,35,No,169.87
Surat,Piplod,Apartment,2,1100,Unfurnished,16,No,122.3
Ahmedabad,Navrangpura,Villa,4,2721,Furnished,29,Yes,174.36
Ahmedabad,Satellite,Independent House,5,4641,Unfurnished,24,No,105.95
Ahmedabad,Satellite,Independent House,4,1910,Semi-furnished,10,Yes,61.78
Surat,Althan,Independent House,5,572,Furnished,29,No,186.67
Ahmedabad,Bopal,Apartment,2,2352,Unfurnished,19,Yes,62.45
Surat,Piplod,Independent House,3,2441,Furnished,20,No,108.01
Surat,Adajan,Apartment,3,2543,Semi-furnished,24,Yes,198.87
Surat,Adajan,Apartment,4,2337,Semi-furnished,22,Yes,138.59
Surat,Althan,Apartment,5,3777,Semi-furnished,14,No,114.54
Ahmedabad,Bopal,Independent House,3,4980,Furnished,12,No,158.1
Ahmedabad,Gota,Independent House,4,4923,Semi-furnished,9,No,89.86
Surat,Vesu,Independent House,4,2078,Unfurnished,26,Yes,46.44
Ahmedabad,Gota,Apartment,5,558,Furnished,11,No,56.37
Surat,Adajan,Independent House,1,2690,Furnished,10,No,192.1
Surat,Althan,Apartment,1,4590,Semi-furnished,24,No,144.98
Surat,Piplod,Apartment,5,1729,Unfurnished,23,No,24.3
Ahmedabad,SG Highway,Apartment,5,1565,Unfurnished,32,Yes,18.7
Ahmedabad,Gota,Villa,4,2481,Unfurnished,18,Yes,113.12
Surat,Adajan,Independent House,2,1796,Unfurnished,18,No,90.76
Ahmedabad,Gota,Independent House,3,3365,Furnished,4,Yes,130.0
Surat,Vesu,Villa,2,4843,Furnished,10,No,97.86
Surat,Althan,Villa,3,1281,Semi-furnished,25,Yes,150.59
Ahmedabad,SG Highway,Villa,5,2118,Furnished,17,No,89.66
Ahmedabad,Satellite,Villa,3,4682,Furnished,32,Yes,88.16
Surat,Pal,Apartment,2,3148,Semi-furnished,33,No,149.23
Ahmedabad,Bopal,Apartment,2,4228,Semi-furnished,31,Yes,56.24
Ahmedabad,Bopal,Independent House,4,4364,Unfurnished,6,Yes,111.33
Ahmedabad,SG Highway,Apartment,5,2021,Furnished,15,No,116.69
Surat,Piplod,Apartment,5,1000,Semi-furnished,4,No,188.82
Ahmedabad,Satellite,Independent House,4,1311,Semi-furnished,2,Yes,131.99
Ahmedabad,Navrangpura,Apartment,2,2141,Unfurnished,31,No,12.48
Ahmedabad,Satellite,Independent House,1,1342,Furnished,24,No,89.39
Surat,Althan,Apartment,4,4682,Semi-furnished,21,No,69.01
Surat,Vesu,Apartment,1,550,Unfurnished,6,No,83.8
Ahmedabad,Gota,Independent House,3,2731,Unfurnished,31,Yes,145.64
Surat,Vesu,Villa,1,862,Unfurnished,14,Yes,144.18
Ahmedabad,Bopal,Independent House,4,4337,Unfurnished,31,No,71.27
Ahmedabad,Bopal,Apartment,3,4058,Unfurnished,25,No,16.03
Ahmedabad,Navrangpura,Villa,2,1490,Unfurnished,7,No,170.57
Ahmedabad,Gota,Villa,5,2367,Unfurnished,18,No,114.81
Surat,Adajan,Apartment,1,1215,Unfurnished,23,Yes,191.37
Surat,Pal,Independent House,5,4311,Unfurnished,25,Yes,172.53
Surat,Pal,Independent House,1,3918,Semi-furnished,12,No,49.26
Ahmedabad,Bopal,Apartment,3,2918,Unfurnished,33,Yes,196.44
Ahmedabad,Bopal,Apartment,1,4735,Semi-furnished,8,No,186.17
Surat,Adajan,Apartment,2,4553,Semi-furnished,35,No,103.86
Ahmedabad,Navrangpura,Independent House,4,3107,Furnished,10,Yes,111.47
Ahmedabad,Bopal,Independent House,3,2032,Furnished,25,Yes,45.26
Surat,Pal,Apartment,5,3719,Unfurnished,17,Yes,190.74
Surat,Pal,Villa,2,1199,Semi-furnished,2,Yes,115.33
Surat,Vesu,Apartment,5,3016,Semi-furnished,22,Yes,180.74
Surat,Althan,Villa,5,959,Semi-furnished,22,Yes,113.8
Ahmedabad,SG Highway,Apartment,5,1755,Furnished,13,Yes,37.96
Ahmedabad,Navrangpura,Independent House,1,3304,Semi-furnished,18,Yes,24.97
Ahmedabad,Satellite,Independent House,4,2552,Unfurnished,19,No,161.7
Surat,Pal,Independent House,1,2224,Furnished,4,Yes,93.77
Surat,Althan,Apartment,3,3667,Furnished,9,Yes,73.45
Ahmedabad,Satellite,Independent House,5,3214,Unfurnished,11,Yes,93.48
Ahmedabad,SG Highway,Apartment,3,1112,Semi-furnished,33,Yes,192.29
Ahmedabad,Gota,Villa,1,4686,Furnished,28,Yes,64.3
Ahmedabad,Satellite,Independent House,5,4515,Furnished,30,No,96.04
Surat,Piplod,Villa,3,1058,Semi-furnished,2,Yes,91.29
Surat,Pal,Apartment,5,2092,Semi-furnished,19,Yes,100.34
Ahmedabad,Gota,Apartment,1,2271,Furnished,33,Yes,13.13
Surat,Althan,Independent House,1,2793,Furnished,2,Yes,181.97
Ahmedabad,Satellite,Independent House,5,4772,Semi-furnished,29,No,53.45
Surat,Althan,Villa,3,2362,Unfurnished,20,No,164.88
Surat,Vesu,Apartment,1,3483,Semi-furnished,18,No,175.46
Ahmedabad,Satellite,Independent House,3,1937,Furnished,28,Yes,141.28
Surat,Piplod,Apartment,4,4967,Unfurnished,30,No,15.86
Surat,Vesu,Apartment,2,1716,Furnished,30,Yes,57.51
Ahmedabad,Satellite,Apartment,5,2393,Furnished,9,No,97.05
Surat,Althan,Independent House,2,1935,Semi-furnished,19,No,120.51
Ahmedabad,SG Highway,Independent House,5,657,Furnished,7,Yes,85.15
Ahmedabad,Gota,Apartment,3,1722,Semi-furnished,17,No,196.69
Surat,Pal,Apartment,1,3550,Furnished,21,No,177.84
Ahmedabad,Satellite,Independent House,1,3121,Semi-furnished,28,Yes,107.07
Surat,Pal,Apartment,2,1401,Semi-furnished,2,No,48.21
Surat,Vesu,Villa,2,572,Unfurnished,23,No,43.35
Ahmedabad,Gota,Apartment,2,1329,Semi-furnished,9,No,142.31
Ahmedabad,Bopal,Independent House,3,3281,Unfurnished,3,Yes,118.58
Surat,Althan,Villa,2,2297,Furnished,28,No,154.69
Surat,Althan,Apartment,2,4652,Unfurnished,5,Yes,145.58
Ahmedabad,SG Highway,Villa,3,1441,Furnished,17,Yes,171.92
Ahmedabad,Satellite,Apartment,5,1348,Furnished,5,Yes,146.05
Surat,Pal,Apartment,1,2414,Semi-furnished,6,Yes,128.18
Ahmedabad,Gota,Villa,2,4182,Semi-furnished,33,No,157.7
Ahmedabad,Gota,Villa,3,2982,Unfurnished,29,No,180.55
Surat,Adajan,Independent House,5,4200,Furnished,35,Yes,29.5
Surat,Pal,Villa,3,3572,Semi-furnished,5,No,177.49
Ahmedabad,Bopal,Apartment,4,1710,Furnished,7,Yes,174.71
Ahmedabad,Navrangpura,Independent House,2,4373,Furnished,15,Yes,186.42
Ahmedabad,SG Highway,Villa,1,742,Unfurnished,13,Yes,146.53
Surat,Adajan,Apartment,5,1364,Furnished,20,No,154.26
Ahmedabad,Gota,Independent House,1,3634,Semi-furnished,12,Yes,90.33
Surat,Adajan,Villa,4,2296,Semi-furnished,34,Yes,174.94
Ahmedabad,Satellite,Villa,3,4028,Semi-furnished,8,Yes,66.06
Ahmedabad,SG Highway,Villa,2,2824,Semi-furnished,28,Yes,61.49
Surat,Althan,Villa,4,2344,Semi-furnished,3,No,64.13
Ahmedabad,SG Highway,Villa,1,1117,Semi-furnished,28,No,20.61
Ahmedabad,Navrangpura,Villa,4,841,Unfurnished,22,No,44.51
Surat,Piplod,Apartment,4,3745,Furnished,16,No,85.5
Surat,Althan,Villa,4,1432,Furnished,28,Yes,59.49
Surat,Adajan,Independent House,3,1066,Furnished,28,No,14.66
Surat,Adajan,Apartment,5,1135,Unfurnished,21,Yes,70.74
Surat,Pal,Independent House,5,1953,Furnished,28,No,59.51
Surat,Adajan,Villa,5,4326,Furnished,19,No,197.24
Ahmedabad,Satellite,Villa,5,1901,Semi-furnished,9,No,49.98
Ahmedabad,Navrangpura,Independent House,2,4000,Unfurnished,8,Yes,173.01
Surat,Vesu,Independent House,5,3236,Semi-furnished,9,No,194.41
Surat,Adajan,Apartment,2,2380,Unfurnished,9,No,92.65
Ahmedabad,Bopal,Apartment,5,4915,Furnished,20,Yes,159.78
Surat,Adajan,Independent House,5,4941,Semi-furnished,19,No,130.51
Surat,Althan,Independent House,4,1482,Unfurnished,3,Yes,165.77
Surat,Piplod,Villa,1,1024,Unfurnished,22,No,39.55
Surat,Pal,Villa,4,4916,Unfurnished,24,Yes,172.09
Surat,Pal,Independent House,4,2330,Unfurnished,26,Yes,70.26
Ahmedabad,Navrangpura,Apartment,3,1264,Semi-furnished,17,No,32.53
Surat,Piplod,Villa,1,4689,Furnished,15,No,120.93
Ahmedabad,Bopal,Independent House,3,1994,Unfurnished,32,No,16.57
Ahmedabad,Bopal,Independent House,3,2523,Unfurnished,7,Yes,24.9
Surat,Pal,Independent House,3,4924,Unfurnished,8,No,116.61
Ahmedabad,SG Highway,Apartment,4,4733,Furnished,8,No,163.74
Ahmedabad,Satellite,Independent House,5,3779,Furnished,24,No,109.26
Ahmedabad,Gota,Villa,4,2825,Furnished,18,No,194.45
Ahmedabad,Navrangpura,Independent House,5,1781,Unfurnished,8,No,95.75
Surat,Adajan,Independent House,5,4570,Semi-furnished,29,No,57.08
Ahmedabad,SG Highway,Independent House,1,3650,Furnished,24,No,50.21
Surat,Adajan,Independent House,1,1331,Semi-furnished,14,No,122.77
Surat,Adajan,Villa,2,1605,Unfurnished,31,Yes,29.06
Ahmedabad,Navrangpura,Independent House,3,2926,Unfurnished,33,Yes,26.62
Surat,Vesu,Apartment,4,1329,Semi-furnished,27,No,97.29
Ahmedabad,Gota,Villa,5,4931,Unfurnished,9,Yes,37.27
Surat,Adajan,Apartment,4,3748,Semi-furnished,29,No,61.97
Ahmedabad,Gota,Villa,3,1412,Semi-furnished,4,No,83.89
Surat,Piplod,Independent House,1,4119,Semi-furnished,34,No,108.95
Surat,Vesu,Villa,4,4407,Furnished,15,No,73.02
Surat,Vesu,Independent House,2,1681,Unfurnished,29,Yes,128.44
Surat,Althan,Apartment,4,1206,Semi-furnished,16,Yes,34.81
Surat,Pal,Apartment,1,4544,Semi-furnished,6,Yes,90.33
Ahmedabad,SG Highway,Independent House,1,2910,Furnished,9,No,73.9
Surat,Piplod,Independent House,5,2470,Unfurnished,9,Yes,86.89
Ahmedabad,Gota,Villa,3,1620,Furnished,8,No,12.41
Ahmedabad,Satellite,Independent House,1,1289,Semi-furnished,24,Yes,71.53
Surat,Piplod,Apartment,5,4292,Furnished,3,No,60.45
Surat,Althan,Independent House,1,1020,Unfurnished,10,Yes,18.23
Ahmedabad,Satellite,Apartment,2,1667,Semi-furnished,10,Yes,161.8
Surat,Althan,Villa,3,1314,Furnished,6,No,199.76
Surat,Piplod,Apartment,2,2656,Furnished,6,No,79.6
Surat,Vesu,Independent House,4,1618,Furnished,31,No,37.25
Ahmedabad,Bopal,Villa,5,2660,Semi-furnished,18,No,182.61
Surat,Vesu,Villa,5,1689,Unfurnished,22,No,126.09
Surat,Pal,Independent House,2,1041,Unfurnished,19,Yes,188.52
Surat,Vesu,Apartment,2,3640,Semi-furnished,27,Yes,191.26
Surat,Adajan,Villa,5,2925,Furnished,4,No,138.8
Surat,Piplod,Villa,2,4216,Semi-furnished,6,No,46.6
Ahmedabad,Bopal,Independent House,4,1557,Semi-furnished,10,No,139.5
Surat,Althan,Villa,5,2877,Furnished,34,Yes,196.13
Ahmedabad,Gota,Apartment,5,3775,Semi-furnished,28,No,164.96
Surat,Adajan,Villa,3,1019,Unfurnished,30,Yes,118.61
Ahmedabad,Gota,Apartment,2,2837,Unfurnished,10,No,192.4
Ahmedabad,SG Highway,Villa,5,3734,Unfurnished,11,No,136.19
Surat,Piplod,Independent House,3,1894,Unfurnished,28,Yes,54.85
Ahmedabad,Navrangpura,Villa,1,4275,Furnished,21,Yes,128.4
Ahmedabad,Gota,Apartment,2,1635,Semi-furnished,35,Yes,147.26
Ahmedabad,Satellite,Independent House,1,1473,Semi-furnished,20,Yes,129.76
Surat,Adajan,Villa,2,1611,Semi-furnished,4,Yes,143.65
Ahmedabad,Navrangpura,Villa,3,1605,Unfurnished,23,Yes,190.51
Ahmedabad,SG Highway,Villa,4,3976,Unfurnished,15,Yes,95.18
Surat,Adajan,Apartment,3,3236,Furnished,23,Yes,129.04
Ahmedabad,Gota,Villa,3,539,Furnished,32,Yes,127.62
Surat,Althan,Villa,2,3080,Furnished,19,No,183.87
Ahmedabad,SG Highway,Apartment,2,2866,Semi-furnished,11,No,186.12
Ahmedabad,Gota,Villa,2,3184,Unfurnished,16,No,139.49
Surat,Adajan,Independent House,2,2375,Unfurnished,16,Yes,126.76
Ahmedabad,SG Highway,Independent House,1,1427,Semi-furnished,11,No,196.93
Surat,Pal,Apartment,2,2551,Furnished,15,Yes,175.49
Ahmedabad,Navrangpura,Independent House,3,2637,Furnished,32,No,152.67
Ahmedabad,Gota,Villa,3,1835,Furnished,5,No,53.43
Surat,Vesu,Independent House,3,704,Furnished,20,Yes,82.09
Ahmedabad,Gota,Apartment,1,2116,Unfurnished,11,Yes,67.73
Surat,Piplod,Apartment,4,4981,Semi-furnished,30,No,11.53
Ahmedabad,Navrangpura,Apartment,2,1086,Semi-furnished,2,No,173.43
Surat,Pal,Independent House,2,1280,Semi-furnished,2,Yes,126.72
Ahmedabad,Bopal,Villa,4,1847,Semi-furnished,13,Yes,76.49
Ahmedabad,Gota,Villa,1,3731,Unfurnished,24,Yes,91.66
